timestamp,vehicle_id,speed_kph,engine_temp_c,fuel_used_l,odometer_km,lat,lon
2025-11-06T04:14:10:000Z,V018,66,103,0.9,36294,26.591564,76.003387
2025-11-06T02:54:10:000Z,V038,88,104,0.85,120081,25.241694,84.691768
2025-11-06T05:20:10:000Z,V025,44,81,0.48,180004,23.909728,87.805374
2025-11-06T05:53:10:000Z,V011,7,63,0.26,160998,24.75015,73.078888
2025-11-06T08:46:10:000Z,V025,75,106,1.84,105791,21.2031,85.289668
2025-11-06T04:35:10:000Z,V025,20,95,0.52,134022,22.156582,77.4382
2025-11-06T02:26:10:000Z,V032,8,116,1.58,88620,20.368044,75.470478
2025-11-06T03:12:10:000Z,V001,95,94,1.08,67018,24.589746,71.826531
2025-11-06T01:48:10:000Z,V029,40,90,0.54,22215,24.922777,78.289842
2025-11-06T07:49:10:000Z,V048,10,96,2.56,195408,22.828964,78.54589
2025-11-06T04:31:10:000Z,V001,110,99,1.02,230053,22.413032,83.291844
2025-11-06T06:13:10:000Z,V027,8,114,1.07,83931,24.781351,77.437317
2025-11-06T09:15:10:000Z,V016,107,114,0.68,75187,26.981442,74.310009
2025-11-06T06:37:10:000Z,V026,69,91,0.77,73855,27.162272,82.612029
2025-11-06T04:15:10:000Z,V032,31,72,0.32,170223,25.912253,83.432237
2025-11-06T05:38:10:000Z,V025,96,111,2.42,221848,27.759591,72.868097
2025-11-06T04:13:10:000Z,V017,59,70,2.99,161600,23.511469,80.427453
2025-11-06T06:25:10:000Z,V043,15,62,1.94,61093,22.026785,74.15974
2025-11-06T08:45:10:000Z,V034,118,102,1.29,125739,24.638059,84.351754
2025-11-06T06:33:10:000Z,V035,73,64,1.92,208713,21.654751,84.660865
2025-11-06T01:51:10:000Z,V021,21,60,1.47,221407,27.083728,70.007678
2025-11-06T09:30:10:000Z,V015,86,99,2.74,48670,25.189322,80.246498
2025-11-06T03:20:10:000Z,V028,9,78,1.1,125225,26.376211,74.693935
2025-11-06T02:11:10:000Z,V004,22,92,0.13,96338,20.489147,81.409501
2025-11-06T08:20:10:000Z,V008,51,60,0.58,167240,27.205781,78.569241
2025-11-06T08:42:10:000Z,V018,41,90,1.22,149639,23.469795,76.228334
2025-11-06T02:53:10:000Z,V048,11,91,2.22,241208,25.853058,75.804079
2025-11-06T05:56:10:000Z,V014,39,108,2.21,24953,27.202522,85.121281
2025-11-06T05:47:10:000Z,V016,45,80,2.56,21261,24.319037,72.855436
2025-11-06T09:18:10:000Z,V013,81,108,2.63,58344,27.771999,77.740688
2025-11-06T03:52:10:000Z,V016,52,77,1.12,126428,27.947031,79.216448
2025-11-06T04:34:10:000Z,V044,66,94,1.39,179508,21.437608,71.246666
2025-11-06T06:16:10:000Z,V020,9,90,2.12,202422,25.032185,71.37521
2025-11-06T03:12:10:000Z,V012,25,61,0.57,136642,20.641415,74.318915
2025-11-06T02:33:10:000Z,V020,30,71,2.25,58370,20.455518,76.819435
2025-11-06T05:48:10:000Z,V005,71,109,1.69,184223,22.161438,77.678881
2025-11-06T04:26:10:000Z,V014,33,94,2.55,228564,25.917829,70.197116
2025-11-06T04:47:10:000Z,V036,64,65,2.52,204717,26.026607,82.447633
2025-11-06T07:48:10:000Z,V022,77,61,0.23,124100,27.66794,86.393929
2025-11-06T01:36:10:000Z,V031,114,62,1.62,124682,27.984059,70.61155
2025-11-06T03:48:10:000Z,V027,98,103,2.12,112925,26.42972,84.805511
2025-11-06T07:06:10:000Z,V029,35,68,0.14,132118,20.583412,70.922658
2025-11-06T01:37:10:000Z,V033,0,100,0.89,143436,27.348224,83.886115
2025-11-06T05:35:10:000Z,V022,83,112,1.27,67858,25.238518,84.520042
2025-11-06T03:57:10:000Z,V045,59,106,2.39,195399,25.262567,72.717563
2025-11-06T08:18:10:000Z,V018,35,78,0.46,106307,23.678965,75.370775
2025-11-06T04:16:10:000Z,V033,62,68,0.35,82522,23.582038,87.656202
2025-11-06T09:36:10:000Z,V028,15,74,1.77,77473,25.811282,71.654319
2025-11-06T07:34:10:000Z,V003,47,97,2.42,229133,20.755762,77.953901
2025-11-06T08:07:10:000Z,V036,35,117,2.74,163529,27.039692,86.545833
2025-11-06T08:55:10:000Z,V048,43,60,0.81,165443,26.662684,71.085215
2025-11-06T06:41:10:000Z,V006,30,76,0.14,84337,20.780868,70.382005
2025-11-06T06:44:10:000Z,V026,113,92,1.14,118837,25.892278,79.51138
2025-11-06T06:14:10:000Z,V036,45,62,1.59,214860,20.430428,73.576056
2025-11-06T02:49:10:000Z,V039,83,117,2.47,237041,24.063589,80.675962
2025-11-06T09:13:10:000Z,V012,72,114,1.61,24111,22.319174,83.147168
2025-11-06T02:12:10:000Z,V019,45,71,1.99,97768,25.223569,82.234207
2025-11-06T01:32:10:000Z,V001,18,99,1.4,75244,23.228472,80.211279
2025-11-06T08:22:10:000Z,V007,11,95,0.51,182738,24.536557,86.401598
2025-11-06T03:29:10:000Z,V040,57,115,2.71,183019,25.164153,82.321896
2025-11-06T07:32:10:000Z,V020,9,65,1.17,178482,25.686244,77.859461
2025-11-06T09:39:10:000Z,V033,28,96,0.9,32322,27.48077,71.312771
2025-11-06T02:02:10:000Z,V004,26,74,2.17,154629,27.802582,86.695356
2025-11-06T05:27:10:000Z,V035,118,66,2.96,228370,20.253394,75.955972
2025-11-06T02:20:10:000Z,V005,61,114,0.13,226206,24.459003,77.741883
2025-11-06T09:21:10:000Z,V045,41,65,0.24,83119,20.502849,82.052817
2025-11-06T03:30:10:000Z,V049,21,108,1.71,165825,26.324066,78.888516
2025-11-06T04:15:10:000Z,V042,49,80,2.47,135190,26.010229,80.173622
2025-11-06T01:54:10:000Z,V043,18,70,2.08,155639,21.433296,82.192822
2025-11-06T05:53:10:000Z,V024,93,63,1.26,249502,26.518972,85.451284
2025-11-06T05:37:10:000Z,V023,44,76,0.27,154028,22.180602,83.604348
2025-11-06T04:49:10:000Z,V027,2,78,2.77,106160,26.989018,85.482821
2025-11-06T02:31:10:000Z,V033,89,61,2.8,47759,22.701902,80.815532
2025-11-06T03:33:10:000Z,V038,64,98,1.38,66893,20.322098,74.98582
2025-11-06T03:05:10:000Z,V044,9,87,1.16,95566,25.946359,77.284162
2025-11-06T03:41:10:000Z,V021,85,84,1.14,131709,20.945545,75.407286
2025-11-06T02:46:10:000Z,V032,96,70,2.03,47330,27.664521,70.430422
2025-11-06T07:09:10:000Z,V006,113,74,1.15,122103,20.647608,86.720344
2025-11-06T01:48:10:000Z,V026,62,102,0.92,196556,22.105191,75.069706
2025-11-06T01:31:10:000Z,V002,73,81,2.12,209946,20.833926,87.048238
2025-11-06T07:53:10:000Z,V034,113,89,1.83,211184,24.975523,87.784366
2025-11-06T04:37:10:000Z,V031,30,96,0.25,68369,26.320889,80.796351
2025-11-06T07:46:10:000Z,V018,41,112,0.34,105137,21.133313,78.625879
2025-11-06T01:20:10:000Z,V030,63,104,1.52,218929,24.005549,84.435376
2025-11-06T04:46:10:000Z,V022,90,97,1.38,37586,22.037433,84.798113
2025-11-06T04:55:10:000Z,V010,7,118,0.29,240373,22.049432,75.866069
2025-11-06T04:42:10:000Z,V018,15,87,0.79,22927,23.065133,79.542766
2025-11-06T02:22:10:000Z,V044,47,66,1.14,24167,25.19648,72.120803
2025-11-06T07:08:10:000Z,V002,45,118,0.14,241751,20.89832,84.172333
2025-11-06T02:14:10:000Z,V043,117,98,1.61,152237,26.314689,85.591515
2025-11-06T07:56:10:000Z,V025,31,83,0.21,53795,24.544985,74.281211
2025-11-06T03:02:10:000Z,V034,49,91,0.62,48306,26.053077,70.855381
2025-11-06T06:26:10:000Z,V000,66,100,2.66,126330,24.387234,82.860371
2025-11-06T08:51:10:000Z,V048,79,96,0.69,28387,26.737922,86.014082
2025-11-06T08:47:10:000Z,V026,110,70,1.66,80333,24.658961,71.734584
2025-11-06T03:07:10:000Z,V045,5,93,2.78,221303,21.127825,75.977019
2025-11-06T04:42:10:000Z,V015,22,70,2.94,106092,22.308692,87.421915
2025-11-06T05:57:10:000Z,V014,70,71,2.17,159751,20.868111,81.342699
2025-11-06T08:51:10:000Z,V048,115,83,0.38,243762,20.552445,83.01892
2025-11-06T03:30:10:000Z,V032,19,90,1.21,218717,27.296724,81.942718
2025-11-06T05:53:10:000Z,V014,38,94,2.91,135846,27.354672,70.478487
2025-11-06T04:32:10:000Z,V037,39,92,2.43,220136,23.446777,73.155868
2025-11-06T09:15:10:000Z,V029,49,103,2.94,158235,20.473302,87.529601
2025-11-06T07:21:10:000Z,V007,47,107,0.16,54973,25.973571,75.383673
2025-11-06T07:42:10:000Z,V006,11,84,1.96,183174,24.147049,74.482258
2025-11-06T07:49:10:000Z,V038,113,103,1.99,135173,25.754435,79.721217
2025-11-06T06:44:10:000Z,V006,113,80,2.27,98273,21.047835,73.2965
2025-11-06T03:39:10:000Z,V029,58,106,2.68,88393,24.917462,80.851356
2025-11-06T06:03:10:000Z,V036,68,78,2.32,203806,20.974784,70.993128
2025-11-06T06:19:10:000Z,V016,31,76,2.62,185912,20.503708,72.464901
2025-11-06T02:35:10:000Z,V024,50,106,2.48,133113,23.699269,87.876073
2025-11-06T02:48:10:000Z,V045,63,109,1.4,187481,20.028903,79.911884
2025-11-06T02:58:10:000Z,V047,100,85,2.71,140281,21.110933,81.76082
2025-11-06T01:29:10:000Z,V039,52,74,1.78,201946,26.677909,86.653405
2025-11-06T08:44:10:000Z,V042,18,76,0.69,172511,20.160607,87.333412
2025-11-06T04:39:10:000Z,V045,9,67,1.78,81293,22.910535,76.721902
2025-11-06T08:45:10:000Z,V027,9,83,1.47,69080,21.800486,85.858717
2025-11-06T06:04:10:000Z,V041,108,109,1.06,47512,20.762468,71.470795
2025-11-06T03:17:10:000Z,V002,73,115,1.41,31648,27.677189,85.983358
2025-11-06T06:04:10:000Z,V021,95,71,1.03,129407,27.299187,83.198466
2025-11-06T07:05:10:000Z,V008,13,77,0.91,104743,24.242701,75.445751
2025-11-06T05:59:10:000Z,V026,80,104,0.42,178586,20.734482,75.658477
2025-11-06T03:11:10:000Z,V004,115,70,0.17,241443,20.788692,79.746942
2025-11-06T04:30:10:000Z,V046,112,112,1.8,128058,24.491687,79.647064
2025-11-06T03:50:10:000Z,V021,31,83,1.71,90442,23.13646,86.549414
2025-11-06T08:28:10:000Z,V008,56,69,1.27,98163,22.008167,76.354658
2025-11-06T06:52:10:000Z,V013,11,93,1.57,94004,26.087572,80.26311
2025-11-06T02:47:10:000Z,V029,105,78,2.84,139032,26.020094,79.461281
2025-11-06T04:10:10:000Z,V023,67,116,1.44,116058,20.869754,78.917849
2025-11-06T06:16:10:000Z,V002,4,113,1.99,80481,24.821013,81.306709
2025-11-06T05:35:10:000Z,V034,85,112,0.12,121840,27.085248,74.454425
2025-11-06T07:39:10:000Z,V044,107,106,0.36,117671,21.223455,81.397633
2025-11-06T09:24:10:000Z,V028,10,97,1.28,143216,22.989452,82.398924
2025-11-06T09:20:10:000Z,V015,94,77,1.3,151717,26.113981,76.043553
2025-11-06T08:04:10:000Z,V032,24,93,0.23,166447,24.349494,73.802225
2025-11-06T03:37:10:000Z,V037,7,91,1.48,51579,24.182248,71.114446
2025-11-06T01:21:10:000Z,V023,52,88,2.01,20616,22.246398,84.140865
2025-11-06T09:13:10:000Z,V024,12,102,1.68,223304,21.353812,84.061876
2025-11-06T05:31:10:000Z,V023,58,99,2.88,20960,27.655402,75.268243
2025-11-06T06:01:10:000Z,V025,37,105,2.16,205061,24.064559,83.892487
2025-11-06T03:36:10:000Z,V004,81,96,2.45,104109,22.427488,76.793909
2025-11-06T01:58:10:000Z,V012,39,74,2.4,211169,25.207202,77.859495
2025-11-06T06:11:10:000Z,V009,19,65,0.3,179682,21.317613,87.465732
2025-11-06T01:36:10:000Z,V042,23,107,1.39,162087,23.987549,87.854376
2025-11-06T04:17:10:000Z,V045,119,80,1.06,97502,21.131513,76.606121
2025-11-06T02:44:10:000Z,V006,60,100,3.0,73264,21.184771,78.852822
2025-11-06T04:48:10:000Z,V044,24,62,0.52,52395,27.385747,79.428897
2025-11-06T09:30:10:000Z,V010,52,97,2.71,153378,24.247881,81.697844
2025-11-06T03:46:10:000Z,V036,99,92,0.8,166442,25.141754,82.911581
2025-11-06T05:12:10:000Z,V001,98,107,1.09,40083,20.836044,76.746349
2025-11-06T08:37:10:000Z,V018,58,76,0.16,119724,26.537884,81.617343
2025-11-06T08:16:10:000Z,V037,91,110,0.45,36522,23.165746,72.633404
2025-11-06T08:12:10:000Z,V048,101,100,0.85,25886,20.818433,70.49842
2025-11-06T07:17:10:000Z,V001,110,74,0.71,239173,23.171681,70.463127
2025-11-06T06:58:10:000Z,V004,94,102,1.76,71901,27.279932,87.81372
2025-11-06T02:35:10:000Z,V041,58,87,2.53,207847,23.133164,74.750823
2025-11-06T04:21:10:000Z,V010,115,100,0.88,171596,22.752105,82.813553
2025-11-06T07:18:10:000Z,V014,39,70,0.94,159401,22.60313,85.681617
2025-11-06T06:26:10:000Z,V012,46,103,0.49,183042,26.540007,83.275247
2025-11-06T03:45:10:000Z,V047,58,62,1.25,61284,26.558005,73.005114
2025-11-06T01:52:10:000Z,V047,56,107,0.12,175088,26.349612,72.81586
2025-11-06T09:06:10:000Z,V019,83,99,2.84,175686,27.132018,76.830866
2025-11-06T08:28:10:000Z,V027,81,90,0.31,120731,23.38273,84.892739
2025-11-06T04:53:10:000Z,V002,98,88,0.98,57083,25.445138,70.228707
2025-11-06T04:08:10:000Z,V002,102,81,1.63,246939,22.786152,83.281897
2025-11-06T01:43:10:000Z,V043,33,111,1.15,241031,27.457614,79.363625
2025-11-06T01:22:10:000Z,V003,10,74,2.11,29232,20.304284,71.377282
2025-11-06T06:36:10:000Z,V029,16,104,0.81,202942,26.50486,82.810177
2025-11-06T09:17:10:000Z,V011,15,75,0.97,216083,25.701282,80.741998
2025-11-06T04:13:10:000Z,V030,55,103,2.06,58787,21.961623,75.396798
2025-11-06T09:01:10:000Z,V025,64,80,1.79,234584,21.206498,79.107368
2025-11-06T05:44:10:000Z,V035,6,86,2.69,57195,23.918473,83.511337
2025-11-06T08:33:10:000Z,V006,36,118,1.67,74370,27.661352,78.237732
2025-11-06T03:30:10:000Z,V022,17,98,2.31,249917,21.203034,84.714967
2025-11-06T04:22:10:000Z,V015,37,104,0.32,230711,26.673776,78.783781
2025-11-06T02:11:10:000Z,V001,7,91,2.76,206236,21.004739,73.885569
2025-11-06T08:11:10:000Z,V010,47,105,1.33,62197,27.213298,78.16476
2025-11-06T08:20:10:000Z,V036,119,67,2.65,206133,21.907773,72.735368
2025-11-06T06:58:10:000Z,V044,22,70,2.48,114799,24.892998,75.004592
2025-11-06T03:10:10:000Z,V037,41,118,2.26,97190,20.123216,71.457698
2025-11-06T09:24:10:000Z,V040,8,102,1.45,167192,25.690593,77.545397
2025-11-06T08:37:10:000Z,V009,39,83,0.2,51197,27.222397,76.527299
2025-11-06T04:58:10:000Z,V014,12,103,2.03,249229,22.336677,77.020367
2025-11-06T09:22:10:000Z,V043,45,88,1.53,55802,22.373328,85.81172
2025-11-06T09:38:10:000Z,V041,116,61,1.68,50246,23.428427,72.399956
2025-11-06T04:41:10:000Z,V046,38,108,2.53,49455,25.911958,76.568227
2025-11-06T03:23:10:000Z,V018,61,74,2.71,227970,25.444207,86.484545
2025-11-06T08:21:10:000Z,V002,0,83,2.36,103768,20.163971,79.23154
2025-11-06T08:22:10:000Z,V034,19,103,2.98,154624,23.035284,71.580597
2025-11-06T03:57:10:000Z,V025,10,100,0.25,102543,22.790264,82.428969
2025-11-06T09:20:10:000Z,V011,15,78,1.47,93882,22.761024,72.122601
2025-11-06T06:45:10:000Z,V032,67,91,2.16,52195,23.536707,82.611616
2025-11-06T02:07:10:000Z,V010,13,83,1.7,72450,24.440742,85.687052
2025-11-06T06:58:10:000Z,V047,33,115,2.71,221931,23.418252,79.945166
2025-11-06T08:25:10:000Z,V005,31,75,0.59,33116,23.766878,80.416545
2025-11-06T04:50:10:000Z,V001,15,63,0.75,234999,20.257332,77.197092
2025-11-06T06:49:10:000Z,V023,117,110,0.56,128234,22.428224,82.034994
2025-11-06T05:54:10:000Z,V045,73,86,2.72,80501,24.438834,75.759575
2025-11-06T02:38:10:000Z,V021,25,85,2.88,220411,23.947083,85.291599
2025-11-06T01:56:10:000Z,V022,64,99,0.28,173404,22.125618,81.826445
2025-11-06T03:54:10:000Z,V014,39,118,1.98,198921,25.636577,87.330683
2025-11-06T01:49:10:000Z,V032,102,69,1.54,95681,26.722983,87.733361
2025-11-06T02:01:10:000Z,V047,78,119,0.54,197629,21.989316,79.052661
2025-11-06T08:30:10:000Z,V045,89,77,1.43,65560,22.588313,85.244932
2025-11-06T01:58:10:000Z,V049,64,60,2.25,121923,26.220618,86.723439
2025-11-06T01:37:10:000Z,V036,65,95,0.53,244991,22.823067,74.822004
2025-11-06T03:45:10:000Z,V042,57,109,0.24,98454,24.820192,78.245983
2025-11-06T06:26:10:000Z,V013,13,106,1.9,44339,24.787614,72.596158
2025-11-06T03:41:10:000Z,V013,16,86,1.11,239974,26.705188,71.522515
2025-11-06T07:09:10:000Z,V031,36,104,2.47,147449,25.831371,73.791991
2025-11-06T06:07:10:000Z,V007,13,114,2.96,212841,23.316804,82.550164
2025-11-06T08:26:10:000Z,V017,63,106,0.4,234887,22.187217,81.061136
2025-11-06T03:24:10:000Z,V025,6,102,0.68,120499,21.007137,70.685445
2025-11-06T05:36:10:000Z,V031,0,99,2.35,134178,26.201953,83.824773
2025-11-06T09:32:10:000Z,V042,116,111,1.03,216038,21.270934,71.357568
2025-11-06T03:01:10:000Z,V029,110,76,0.11,87462,25.111724,84.0627
2025-11-06T02:34:10:000Z,V043,28,94,2.21,125619,24.164131,76.274308
2025-11-06T02:55:10:000Z,V024,41,65,1.59,22591,26.878069,75.90347
2025-11-06T01:38:10:000Z,V028,102,87,0.14,59026,22.998143,74.391036
2025-11-06T06:58:10:000Z,V024,108,99,2.31,180187,23.844488,86.923922
2025-11-06T02:01:10:000Z,V034,60,60,2.26,80538,24.720405,86.485916
2025-11-06T04:36:10:000Z,V017,77,100,2.99,145208,21.75169,84.412633
2025-11-06T06:43:10:000Z,V022,51,99,2.76,54673,20.102264,83.635692
2025-11-06T06:56:10:000Z,V002,117,77,2.09,226888,23.658085,80.274258
2025-11-06T02:55:10:000Z,V006,51,87,0.42,21813,22.525728,75.638726
2025-11-06T09:33:10:000Z,V031,117,118,0.83,80913,25.115412,75.600422
2025-11-06T03:10:10:000Z,V008,99,89,1.73,84236,21.510905,75.434055
2025-11-06T09:39:10:000Z,V010,98,112,2.4,181336,25.235315,84.336032
2025-11-06T03:28:10:000Z,V046,118,75,0.89,238842,22.510706,86.085505
2025-11-06T05:42:10:000Z,V045,64,77,2.87,110118,22.902132,79.46419
2025-11-06T04:16:10:000Z,V031,71,115,2.47,196880,27.359902,85.736054
2025-11-06T04:05:10:000Z,V022,61,77,0.71,246862,26.618308,70.973709
2025-11-06T08:31:10:000Z,V033,102,113,0.63,188719,27.141644,72.001211
2025-11-06T04:29:10:000Z,V022,94,71,0.67,66494,20.812466,76.685915
2025-11-06T03:23:10:000Z,V009,35,101,2.68,228703,27.788595,85.980943
2025-11-06T07:03:10:000Z,V013,80,115,0.3,30096,24.523034,83.337406
2025-11-06T05:44:10:000Z,V002,88,105,2.01,169216,25.050051,77.030691
2025-11-06T09:07:10:000Z,V045,110,108,2.82,116765,22.908685,86.594619
2025-11-06T05:17:10:000Z,V043,88,98,1.31,53919,26.844621,74.038172
2025-11-06T02:58:10:000Z,V000,93,111,1.75,193618,24.648654,78.327273
2025-11-06T07:10:10:000Z,V031,47,82,0.42,77767,23.670143,83.459353
2025-11-06T02:33:10:000Z,V046,79,74,1.05,134154,23.216993,85.468523
2025-11-06T06:15:10:000Z,V026,41,69,2.98,64175,20.502389,75.114644
2025-11-06T03:46:10:000Z,V047,12,107,2.41,35239,22.04626,71.214803
2025-11-06T08:06:10:000Z,V012,104,85,2.18,35510,26.859468,71.396953
2025-11-06T03:21:10:000Z,V026,102,77,1.17,77597,23.538315,72.517731
2025-11-06T09:10:10:000Z,V001,76,77,2.91,98458,25.073331,86.657845
2025-11-06T02:19:10:000Z,V033,84,92,0.88,161613,27.914189,79.441508
2025-11-06T08:55:10:000Z,V022,118,76,2.43,198029,22.926555,83.575909
2025-11-06T04:28:10:000Z,V044,24,91,2.62,197330,22.149307,72.188267
2025-11-06T07:44:10:000Z,V019,45,112,1.01,228151,21.596885,71.453872
2025-11-06T01:46:10:000Z,V023,97,93,1.4,166198,20.321069,73.656273
2025-11-06T02:36:10:000Z,V023,10,66,2.63,184147,20.816998,71.04826
2025-11-06T01:50:10:000Z,V018,60,61,2.9,244898,26.183702,86.857908
2025-11-06T03:42:10:000Z,V030,23,111,0.14,128161,24.743148,85.725622
2025-11-06T04:17:10:000Z,V013,34,60,2.56,224089,27.697691,74.29752
2025-11-06T02:08:10:000Z,V048,45,85,1.95,157898,25.437217,81.366367
2025-11-06T08:09:10:000Z,V001,102,110,0.67,235729,25.507017,79.740981
2025-11-06T06:17:10:000Z,V003,80,110,2.18,235152,26.008332,85.920015
2025-11-06T07:55:10:000Z,V008,113,103,2.78,66394,25.633332,71.332156
2025-11-06T08:03:10:000Z,V031,3,104,0.17,77681,20.266862,79.074136
2025-11-06T02:57:10:000Z,V017,86,103,1.86,40587,21.196012,78.942367
2025-11-06T09:09:10:000Z,V021,52,89,0.61,85832,27.396759,84.986909
2025-11-06T04:45:10:000Z,V001,33,77,1.84,26210,27.539998,78.627781
2025-11-06T01:52:10:000Z,V047,29,116,0.4,93935,25.702687,77.628148
2025-11-06T06:48:10:000Z,V047,63,98,1.13,142789,23.860447,75.927225
2025-11-06T07:39:10:000Z,V010,73,93,2.72,235807,23.544431,82.922085
2025-11-06T03:11:10:000Z,V021,56,90,0.89,236031,24.153687,87.924439
2025-11-06T06:12:10:000Z,V021,117,93,1.33,151767,20.557745,83.93248
2025-11-06T05:42:10:000Z,V039,65,119,0.73,213710,22.585185,87.237107
2025-11-06T03:53:10:000Z,V037,108,73,2.67,209542,21.445283,75.46938
2025-11-06T02:53:10:000Z,V047,84,116,2.39,99616,22.904121,86.104964
2025-11-06T06:43:10:000Z,V029,88,83,0.14,182501,22.353183,77.429255
2025-11-06T01:28:10:000Z,V021,60,82,1.66,228982,21.864994,71.588342
2025-11-06T09:15:10:000Z,V022,69,68,1.52,65219,21.123354,83.632401
2025-11-06T04:17:10:000Z,V030,86,105,0.32,95680,20.194855,82.819176
2025-11-06T06:43:10:000Z,V033,22,113,1.5,100478,26.643023,87.690072
2025-11-06T09:07:10:000Z,V021,63,91,2.07,28480,21.277858,76.416485
2025-11-06T03:50:10:000Z,V036,92,108,2.5,143922,25.993986,86.461321
2025-11-06T02:17:10:000Z,V046,27,91,1.1,58684,21.256598,82.325325
2025-11-06T02:39:10:000Z,V041,3,91,2.34,153598,26.212474,71.805374
2025-11-06T02:28:10:000Z,V032,54,116,1.19,44383,21.987436,72.523479
2025-11-06T07:44:10:000Z,V023,3,69,2.49,77148,21.271896,85.198898
2025-11-06T05:10:10:000Z,V004,112,82,2.04,62858,23.036063,70.445211
2025-11-06T07:18:10:000Z,V038,58,74,2.98,242276,20.3941,77.43246
2025-11-06T05:09:10:000Z,V000,119,114,0.81,32579,27.495302,71.075131
2025-11-06T05:38:10:000Z,V041,55,69,0.31,67730,25.034134,72.233662
2025-11-06T06:58:10:000Z,V016,62,111,0.81,219432,23.323812,78.859885
2025-11-06T01:57:10:000Z,V036,104,82,0.43,245361,27.797381,76.601087
2025-11-06T06:40:10:000Z,V035,9,86,1.07,26460,20.146795,84.826798
2025-11-06T03:31:10:000Z,V045,71,79,2.62,72536,24.260315,87.047965
2025-11-06T01:32:10:000Z,V007,95,117,2.79,127626,23.416089,87.339066
2025-11-06T05:28:10:000Z,V039,55,75,2.2,91722,21.247917,73.131438
2025-11-06T05:09:10:000Z,V001,95,82,2.12,123509,22.089204,79.655206
2025-11-06T06:29:10:000Z,V021,117,62,1.32,100109,22.660504,78.212307
2025-11-06T09:38:10:000Z,V001,105,69,0.36,241688,21.824084,78.087517
2025-11-06T04:11:10:000Z,V015,72,102,2.94,239284,21.945023,77.951428
2025-11-06T06:59:10:000Z,V003,56,82,2.38,65415,26.167162,83.465836
2025-11-06T04:48:10:000Z,V022,113,100,1.02,231274,21.945287,70.913026
2025-11-06T07:46:10:000Z,V049,0,105,2.63,94550,21.464415,87.130048
2025-11-06T03:06:10:000Z,V012,80,76,2.49,117753,23.569277,77.175035
2025-11-06T04:25:10:000Z,V023,109,69,2.99,37994,27.811129,85.683966
2025-11-06T04:21:10:000Z,V017,98,106,0.61,46114,23.203126,74.734128
2025-11-06T03:39:10:000Z,V022,23,104,1.18,112837,20.51937,76.139741
2025-11-06T08:19:10:000Z,V037,45,65,0.51,119300,22.413714,86.767099
2025-11-06T05:56:10:000Z,V008,79,63,1.07,130604,23.350813,71.860703
2025-11-06T01:51:10:000Z,V037,49,74,0.39,214979,23.301498,87.00839
2025-11-06T02:51:10:000Z,V019,16,81,1.82,163689,20.595745,80.745353
2025-11-06T02:34:10:000Z,V041,108,107,1.56,205709,23.12118,78.365491
2025-11-06T05:04:10:000Z,V046,80,94,1.52,43003,21.411117,72.405873
2025-11-06T03:12:10:000Z,V029,55,86,1.12,141377,22.496846,79.634002
2025-11-06T04:07:10:000Z,V005,19,66,0.55,26102,22.671361,79.063002
2025-11-06T03:13:10:000Z,V002,87,85,2.84,85364,22.870603,85.422151
2025-11-06T05:27:10:000Z,V024,47,94,2.8,86460,27.273486,80.178981
2025-11-06T08:07:10:000Z,V001,8,62,2.58,60842,25.805788,81.844588
2025-11-06T02:55:10:000Z,V017,111,87,0.11,109148,23.553348,72.554781
2025-11-06T05:57:10:000Z,V042,25,67,0.52,21601,27.4817,70.53829
2025-11-06T06:27:10:000Z,V025,116,92,2.21,103387,22.668963,77.066003
2025-11-06T08:45:10:000Z,V012,12,110,1.81,125145,21.625348,85.930202
2025-11-06T08:17:10:000Z,V044,18,93,2.25,115531,24.055021,70.518171
2025-11-06T07:34:10:000Z,V000,92,73,2.37,107462,26.082231,85.786301
2025-11-06T08:26:10:000Z,V049,20,68,1.16,246920,20.810902,82.996194
2025-11-06T06:25:10:000Z,V040,80,72,1.14,229134,21.406128,71.842165
2025-11-06T02:59:10:000Z,V020,72,100,2.17,25559,21.813514,83.413084
2025-11-06T08:57:10:000Z,V017,95,110,1.97,69205,22.706213,72.463053
2025-11-06T01:47:10:000Z,V025,40,89,0.44,155879,23.392361,76.894633
2025-11-06T06:48:10:000Z,V042,9,88,2.85,86727,22.438664,75.938902
2025-11-06T02:32:10:000Z,V021,97,93,0.51,123627,22.03151,80.323132
2025-11-06T03:17:10:000Z,V032,14,94,2.59,40892,24.903891,76.627014
2025-11-06T04:58:10:000Z,V047,70,95,1.29,59237,21.450893,79.503681
2025-11-06T06:12:10:000Z,V010,30,74,2.35,39270,20.062011,80.034193
2025-11-06T06:24:10:000Z,V032,118,97,1.23,247915,23.043151,83.444808
2025-11-06T05:36:10:000Z,V010,21,82,2.51,99908,27.494756,76.322511
2025-11-06T07:21:10:000Z,V045,13,61,2.46,62470,24.373765,85.320541
2025-11-06T06:14:10:000Z,V001,104,105,0.67,158296,24.345602,75.418358
2025-11-06T04:30:10:000Z,V004,67,112,0.38,84237,26.623047,81.134414
2025-11-06T07:34:10:000Z,V034,81,77,0.64,136893,27.10014,84.585782
2025-11-06T03:50:10:000Z,V027,72,80,0.7,96477,21.007474,77.769301
2025-11-06T06:43:10:000Z,V006,119,112,0.83,244139,21.076767,74.636619
2025-11-06T02:52:10:000Z,V042,20,99,0.54,64108,25.189334,82.514135
